MIT1002-mutant-library,MIT1002-used-for-model,ATCC27126_new,ATCC27126_old,HOT1A3_new,HOT1A3_old
MIT1002_02894,TK37_RS08965,MASE_RS13315,MASE_13345,ACZ81_RS13985,ACZ81_13975
MIT1002_02895,TK37_RS08960,MASE_RS13325,MASE_13355,ACZ81_RS13990,ACZ81_13980
MIT1002_02896,TK37_RS08955,MASE_RS13330,MASE_13360,ACZ81_RS13995,ACZ81_13985
MIT1002_02897,TK37_RS08950,MASE_RS13335,MASE_13365,ACZ81_RS14000,ACZ81_13990
MIT1002_02898,TK37_RS08945,MASE_RS13340,MASE_13370,ACZ81_RS14005,ACZ81_13995
MIT1002_02899,TK37_RS08940,MASE_RS13345,MASE_13375,ACZ81_RS14010,ACZ81_14000
MIT1002_02900,TK37_RS08935,MASE_RS13350,MASE_13380,ACZ81_RS14015,ACZ81_14005
MIT1002_02901,TK37_RS08930,MASE_RS13355,MASE_13385,ACZ81_RS14020,ACZ81_14010
MIT1002_02902,TK37_RS08925,MASE_RS13360,MASE_13390,ACZ81_RS14025,ACZ81_14015
MIT1002_02904,TK37_RS21450,MASE_RS13370,MASE_13400,ACZ81_RS14035,ACZ81_14025
MIT1002_02905,TK37_RS08915,MASE_RS13375,MASE_13405,ACZ81_RS14040,ACZ81_14030
MIT1002_02906,TK37_RS08910,MASE_RS13380,MASE_13410,ACZ81_RS14045,ACZ81_14035
MIT1002_02907,TK37_RS08905,MASE_RS13385,MASE_13415,ACZ81_RS14050,ACZ81_14040
MIT1002_02908,TK37_RS08900,MASE_RS13390,MASE_13420,ACZ81_RS14055,ACZ81_14045
MIT1002_02909,TK37_RS08895,MASE_RS13395,MASE_13425,ACZ81_RS14060,ACZ81_14050
MIT1002_02910,TK37_RS08890,MASE_RS13400,MASE_13430,ACZ81_RS14065,ACZ81_14055
MIT1002_02911,TK37_RS08885,MASE_RS13405,MASE_13435,ACZ81_RS14070,ACZ81_14060
MIT1002_02912,TK37_RS08880,MASE_RS13410,MASE_13440,ACZ81_RS14080,ACZ81_14070
MIT1002_02913,TK37_RS08875,MASE_RS13415,MASE_13445,ACZ81_RS14085,ACZ81_14075
MIT1002_02914,TK37_RS08870,MASE_RS13420,MASE_13450,ACZ81_RS14090,ACZ81_14080
MIT1002_02915,TK37_RS08865,MASE_RS13425,MASE_13455,ACZ81_RS14095,ACZ81_14085
MIT1002_02916,TK37_RS08860,MASE_RS13430,MASE_13460,ACZ81_RS14100,ACZ81_14090
MIT1002_02917,TK37_RS08855,MASE_RS13435,MASE_13465,ACZ81_RS14105,ACZ81_14095
MIT1002_02919,TK37_RS08845,MASE_RS13445,MASE_13480,ACZ81_RS14115,ACZ81_14105
MIT1002_02920,TK37_RS12225,MASE_RS13450,MASE_13485,ACZ81_RS14120,ACZ81_14110
MIT1002_02922,TK37_RS12235,MASE_RS13460,MASE_13500,ACZ81_RS14130,ACZ81_14120
MIT1002_02923,TK37_RS12240,MASE_RS13465,MASE_13505,ACZ81_RS14135,ACZ81_14125
MIT1002_02924,TK37_RS12245,MASE_RS13470,MASE_13510,ACZ81_RS14140,ACZ81_14130
MIT1002_02925,TK37_RS12250,MASE_RS13475,MASE_13515,ACZ81_RS14145,ACZ81_14135
MIT1002_02926,TK37_RS12255,MASE_RS13480,MASE_13520,ACZ81_RS14150,ACZ81_14140
MIT1002_02927,TK37_RS12260,MASE_RS13485,MASE_13525,ACZ81_RS14155,ACZ81_14145
MIT1002_02928,TK37_RS12265,MASE_RS13490,MASE_13530,ACZ81_RS14160,ACZ81_14150
MIT1002_02929,TK37_RS12270,MASE_RS13495,MASE_13535,ACZ81_RS14165,ACZ81_14155
MIT1002_02930,TK37_RS12275,MASE_RS13500,MASE_13540,ACZ81_RS14170,ACZ81_14160
MIT1002_02931,TK37_RS12280,MASE_RS13505,MASE_13545,ACZ81_RS14175,ACZ81_14165
MIT1002_02932,TK37_RS12285,MASE_RS13510,MASE_13550,ACZ81_RS14180,ACZ81_14170
MIT1002_02933,TK37_RS12290,MASE_RS13515,MASE_13555,ACZ81_RS14185,ACZ81_14175
MIT1002_02934,TK37_RS12295,MASE_RS13520,MASE_13560,ACZ81_RS14225,ACZ81_14220
MIT1002_02935,TK37_RS12300,MASE_RS13525,MASE_13565,ACZ81_RS14230,ACZ81_14225
MIT1002_02936,TK37_RS12305,MASE_RS13530,MASE_13570,ACZ81_RS14235,ACZ81_14230
MIT1002_02937,TK37_RS12310,MASE_RS13535,MASE_13575,ACZ81_RS14240,ACZ81_14235
MIT1002_02938,TK37_RS12315,MASE_RS13540,MASE_13580,ACZ81_RS14245,ACZ81_14240
MIT1002_02939,TK37_RS12320,MASE_RS13550,MASE_13590,ACZ81_RS14250,ACZ81_14245
MIT1002_02940,TK37_RS12325,MASE_RS13555,MASE_13595,ACZ81_RS14255,ACZ81_14250
MIT1002_02941,TK37_RS12330,MASE_RS13565,MASE_13605,ACZ81_RS14260,ACZ81_14255
MIT1002_02942,TK37_RS12335,MASE_RS13570,MASE_13610,ACZ81_RS14265,ACZ81_14260
MIT1002_02943,TK37_RS12340,MASE_RS13605,MASE_13645,ACZ81_RS14270,ACZ81_14265
MIT1002_02944,TK37_RS12345,MASE_RS13610,MASE_13650,ACZ81_RS14275,ACZ81_14270
MIT1002_02945,TK37_RS12350,MASE_RS13630,MASE_13670,ACZ81_RS14295,ACZ81_14290
MIT1002_02946,TK37_RS12355,MASE_RS13635,MASE_13675,ACZ81_RS14300,ACZ81_14295
MIT1002_02947,TK37_RS12365,MASE_RS13645,MASE_13685,ACZ81_RS14305,ACZ81_14300
MIT1002_02948,TK37_RS12370,MASE_RS13650,MASE_13690,ACZ81_RS14310,ACZ81_14305
MIT1002_02949,TK37_RS12375,MASE_RS13655,MASE_13695,ACZ81_RS14315,ACZ81_14310
MIT1002_02950,TK37_RS12380,MASE_RS13660,MASE_13700,ACZ81_RS14320,ACZ81_14315
MIT1002_02951,TK37_RS12385,MASE_RS13665,MASE_13705,ACZ81_RS14325,ACZ81_14320
MIT1002_02952,TK37_RS12390,MASE_RS13670,MASE_13710,ACZ81_RS14330,ACZ81_14325
MIT1002_02953,TK37_RS12395,MASE_RS13675,MASE_13715,ACZ81_RS14335,ACZ81_14330
MIT1002_02954,TK37_RS12400,MASE_RS13680,MASE_13720,ACZ81_RS14340,ACZ81_14335
MIT1002_02955,TK37_RS12405,MASE_RS13685,MASE_13725,ACZ81_RS14345,ACZ81_14340
MIT1002_02956,TK37_RS12410,MASE_RS13705,MASE_13745,ACZ81_RS14365,ACZ81_14360
MIT1002_02957,TK37_RS12415,MASE_RS13710,MASE_13750,ACZ81_RS14370,ACZ81_14365
MIT1002_02958,TK37_RS12420,MASE_RS13715,MASE_13755,ACZ81_RS14375,ACZ81_14370
MIT1002_02959,TK37_RS12425,MASE_RS13720,MASE_13760,ACZ81_RS14380,ACZ81_14375
MIT1002_02960,TK37_RS12430,MASE_RS13730,MASE_13770,ACZ81_RS14390,ACZ81_14385
MIT1002_02961,TK37_RS12435,MASE_RS13735,MASE_13775,ACZ81_RS14395,ACZ81_14390
MIT1002_02962,TK37_RS12440,MASE_RS13740,MASE_13780,ACZ81_RS14400,ACZ81_14395
MIT1002_02963,TK37_RS12445,MASE_RS13745,MASE_13785,ACZ81_RS14405,ACZ81_14400
MIT1002_02964,TK37_RS12450,MASE_RS13750,MASE_13790,ACZ81_RS14410,ACZ81_14405
MIT1002_02965,TK37_RS12455,MASE_RS13755,MASE_13795,ACZ81_RS14415,ACZ81_14410
MIT1002_02966,TK37_RS12460,MASE_RS13760,MASE_13800,ACZ81_RS14420,ACZ81_14415
MIT1002_02967,TK37_RS12465,MASE_RS13765,MASE_13805,ACZ81_RS14425,ACZ81_14420
MIT1002_02968,TK37_RS12470,MASE_RS13770,MASE_13810,ACZ81_RS14430,ACZ81_14425
MIT1002_02969,TK37_RS12475,MASE_RS13775,MASE_13815,ACZ81_RS14435,ACZ81_14430
MIT1002_02971,TK37_RS12485,MASE_RS13790,MASE_13830,ACZ81_RS14460,ACZ81_14455
MIT1002_02972,TK37_RS12490,MASE_RS13795,MASE_13835,ACZ81_RS14465,ACZ81_14460
MIT1002_02973,TK37_RS12495,MASE_RS13800,MASE_13840,ACZ81_RS14470,ACZ81_14465
MIT1002_02974,TK37_RS12500,MASE_RS13845,MASE_13885,ACZ81_RS14515,ACZ81_14510
MIT1002_02975,TK37_RS12505,MASE_RS13850,MASE_13890,ACZ81_RS14520,ACZ81_14515
MIT1002_02979,TK37_RS03580,MASE_RS13855,MASE_13895,ACZ81_RS14525,ACZ81_14520
MIT1002_02980,TK37_RS03575,MASE_RS13860,MASE_13900,ACZ81_RS14530,ACZ81_14525
MIT1002_02981,TK37_RS03570,MASE_RS13865,MASE_13905,ACZ81_RS14535,ACZ81_14530
MIT1002_02982,TK37_RS03565,MASE_RS13870,MASE_13910,ACZ81_RS14540,ACZ81_14535
MIT1002_02983,TK37_RS03560,MASE_RS13875,MASE_13915,ACZ81_RS14545,ACZ81_14540
MIT1002_02984,TK37_RS03555,MASE_RS13880,MASE_13920,ACZ81_RS14550,ACZ81_14545
MIT1002_02985,TK37_RS03550,MASE_RS13885,MASE_13925,ACZ81_RS14555,ACZ81_14550
MIT1002_02988,TK37_RS03540,MASE_RS13895,MASE_13935,ACZ81_RS14565,ACZ81_14560
MIT1002_02989,TK37_RS03535,MASE_RS13900,MASE_13940,ACZ81_RS14570,ACZ81_14565
MIT1002_02990,TK37_RS03530,MASE_RS20440,MASE_13945,ACZ81_RS14575,ACZ81_14570
MIT1002_02991,TK37_RS03525,MASE_RS13915,MASE_13955,ACZ81_RS14585,ACZ81_14580
MIT1002_02992,TK37_RS03520,MASE_RS13920,MASE_13960,ACZ81_RS14590,ACZ81_14585
MIT1002_02993,TK37_RS03515,MASE_RS13925,MASE_13965,ACZ81_RS14595,ACZ81_14590
MIT1002_02994,TK37_RS03510,MASE_RS13930,MASE_13970,ACZ81_RS14600,ACZ81_14595
MIT1002_02995,TK37_RS03505,MASE_RS13935,MASE_13975,ACZ81_RS14605,ACZ81_14600
MIT1002_02996,TK37_RS03500,MASE_RS13940,MASE_13980,ACZ81_RS14615,ACZ81_14610
MIT1002_02997,TK37_RS03490,MASE_RS13950,MASE_13990,ACZ81_RS14625,ACZ81_14620
MIT1002_02999,TK37_RS03480,MASE_RS13960,MASE_14005,ACZ81_RS14635,ACZ81_14630
MIT1002_03000,TK37_RS03475,MASE_RS13965,MASE_14010,ACZ81_RS14640,ACZ81_14635
MIT1002_03001,TK37_RS03470,MASE_RS13970,MASE_14015,ACZ81_RS14645,ACZ81_14640
MIT1002_03002,TK37_RS03465,MASE_RS13975,MASE_14020,ACZ81_RS14650,ACZ81_14645
MIT1002_03003,TK37_RS03460,MASE_RS13980,MASE_14025,ACZ81_RS14655,ACZ81_14650
MIT1002_03004,TK37_RS03455,MASE_RS13985,MASE_14030,ACZ81_RS14660,ACZ81_14655
MIT1002_03005,TK37_RS03450,MASE_RS13990,MASE_14035,ACZ81_RS14665,ACZ81_14660
MIT1002_03006,TK37_RS03445,MASE_RS13995,MASE_14040,ACZ81_RS14670,ACZ81_14665
MIT1002_03007,TK37_RS03440,MASE_RS14000,MASE_14045,ACZ81_RS14675,ACZ81_14670
MIT1002_03008,TK37_RS03435,MASE_RS14005,MASE_14050,ACZ81_RS14680,ACZ81_14675
MIT1002_03009,TK37_RS03430,MASE_RS14010,MASE_14055,ACZ81_RS14685,ACZ81_14680
MIT1002_03010,TK37_RS03425,MASE_RS14015,MASE_14060,ACZ81_RS14690,ACZ81_14685
MIT1002_03011,TK37_RS03420,MASE_RS14020,MASE_14065,ACZ81_RS14695,ACZ81_14690
MIT1002_03012,TK37_RS03415,MASE_RS14025,MASE_14070,ACZ81_RS14700,ACZ81_14695
MIT1002_03013,TK37_RS03410,MASE_RS14030,MASE_14075,ACZ81_RS14705,ACZ81_14700
MIT1002_03014,TK37_RS03405,MASE_RS14035,MASE_14080,ACZ81_RS14710,ACZ81_14705
MIT1002_03015,TK37_RS03400,MASE_RS14040,MASE_14085,ACZ81_RS14715,ACZ81_14710
MIT1002_03016,TK37_RS03395,MASE_RS14100,MASE_14145,ACZ81_RS14720,ACZ81_14715
MIT1002_03017,TK37_RS03390,MASE_RS14105,MASE_14150,ACZ81_RS14725,ACZ81_14720
MIT1002_03018,TK37_RS03385,MASE_RS14110,MASE_14155,ACZ81_RS14730,ACZ81_14725
MIT1002_03019,TK37_RS03380,MASE_RS14115,MASE_14160,ACZ81_RS14735,ACZ81_14730
MIT1002_03020,TK37_RS03375,MASE_RS14120,MASE_14165,ACZ81_RS14740,ACZ81_14735
MIT1002_03021,TK37_RS03370,MASE_RS14125,MASE_14170,ACZ81_RS14745,ACZ81_14740
MIT1002_03022,TK37_RS03365,MASE_RS14130,MASE_14175,ACZ81_RS14750,ACZ81_14745
MIT1002_03023,TK37_RS03360,MASE_RS14135,MASE_14180,ACZ81_RS14755,ACZ81_14750
MIT1002_03024,TK37_RS03355,MASE_RS14140,MASE_14185,ACZ81_RS14760,ACZ81_14755
MIT1002_03025,TK37_RS03350,MASE_RS14145,MASE_14190,ACZ81_RS14765,ACZ81_14760
MIT1002_03026,TK37_RS03345,MASE_RS14150,MASE_14195,ACZ81_RS14770,ACZ81_14765
MIT1002_03027,TK37_RS03340,MASE_RS14155,MASE_14200,ACZ81_RS14775,ACZ81_14770
MIT1002_03028,TK37_RS03335,MASE_RS14160,MASE_14205,ACZ81_RS14780,ACZ81_14775
MIT1002_03029,TK37_RS03330,MASE_RS14165,MASE_14210,ACZ81_RS14785,ACZ81_14780
MIT1002_03030,TK37_RS03325,MASE_RS14170,MASE_14215,ACZ81_RS14790,ACZ81_14785
MIT1002_03031,TK37_RS03320,MASE_RS14175,MASE_14220,ACZ81_RS14795,ACZ81_14790
MIT1002_03032,TK37_RS03315,MASE_RS14180,MASE_14225,ACZ81_RS14800,ACZ81_14795
MIT1002_03033,TK37_RS03310,MASE_RS14185,MASE_14230,ACZ81_RS14805,ACZ81_14800
MIT1002_03034,TK37_RS03305,MASE_RS14190,MASE_14235,ACZ81_RS14810,ACZ81_14805
MIT1002_03035,TK37_RS03300,MASE_RS14195,MASE_14240,ACZ81_RS14815,ACZ81_14810
MIT1002_03036,TK37_RS03295,MASE_RS14200,MASE_14245,ACZ81_RS14820,ACZ81_14815
MIT1002_03037,TK37_RS03290,MASE_RS14205,MASE_14250,ACZ81_RS14825,ACZ81_14820
MIT1002_03038,TK37_RS03285,MASE_RS14210,MASE_14255,ACZ81_RS14830,ACZ81_14825
MIT1002_03039,TK37_RS03280,MASE_RS14215,MASE_14260,ACZ81_RS14835,ACZ81_14830
MIT1002_03040,TK37_RS03275,MASE_RS14220,MASE_14265,ACZ81_RS14840,ACZ81_14835
MIT1002_03042,TK37_RS03265,MASE_RS14280,MASE_14325,ACZ81_RS14850,ACZ81_14845
MIT1002_03043,TK37_RS03260,MASE_RS14285,MASE_14330,ACZ81_RS14855,ACZ81_14850
MIT1002_03044,TK37_RS03255,MASE_RS14290,MASE_14335,ACZ81_RS14860,ACZ81_14855
MIT1002_03045,TK37_RS03250,MASE_RS14295,MASE_14340,ACZ81_RS14865,ACZ81_14860
MIT1002_03046,TK37_RS03245,MASE_RS14300,MASE_14345,ACZ81_RS14870,ACZ81_14865
MIT1002_03047,TK37_RS03240,MASE_RS14305,MASE_14350,ACZ81_RS14875,ACZ81_14870
MIT1002_03048,TK37_RS03235,MASE_RS14310,MASE_14355,ACZ81_RS14880,ACZ81_14875
MIT1002_03049,TK37_RS03230,MASE_RS14315,MASE_14360,ACZ81_RS14885,ACZ81_14880
MIT1002_03050,TK37_RS03225,MASE_RS14320,MASE_14365,ACZ81_RS14890,ACZ81_14885
MIT1002_03051,TK37_RS03220,MASE_RS14325,MASE_14370,ACZ81_RS14895,ACZ81_14890
MIT1002_03052,TK37_RS03215,MASE_RS14330,MASE_14375,ACZ81_RS14900,ACZ81_14895
MIT1002_03053,TK37_RS03210,MASE_RS14335,MASE_14380,ACZ81_RS14905,ACZ81_14900
MIT1002_03054,TK37_RS03205,MASE_RS14340,MASE_14385,ACZ81_RS14910,ACZ81_14905
MIT1002_03055,TK37_RS03200,MASE_RS14345,MASE_14390,ACZ81_RS14915,ACZ81_14910
MIT1002_03056,TK37_RS03195,MASE_RS14350,MASE_14395,ACZ81_RS14920,ACZ81_14915
MIT1002_03057,TK37_RS03190,MASE_RS14355,MASE_14400,ACZ81_RS14925,ACZ81_14920
MIT1002_03058,TK37_RS03185,MASE_RS14360,MASE_14405,ACZ81_RS14930,ACZ81_14925
MIT1002_03059,TK37_RS03180,MASE_RS14365,MASE_14410,ACZ81_RS14935,ACZ81_14930
MIT1002_03060,TK37_RS03175,MASE_RS14370,MASE_14415,ACZ81_RS14940,ACZ81_14935
MIT1002_03061,TK37_RS03170,MASE_RS14375,MASE_14420,ACZ81_RS14945,ACZ81_14940
MIT1002_03062,TK37_RS03165,MASE_RS14380,MASE_14425,ACZ81_RS14950,ACZ81_14945
MIT1002_03063,TK37_RS03160,MASE_RS14385,MASE_14430,ACZ81_RS14955,ACZ81_14950
MIT1002_03064,TK37_RS03155,MASE_RS14390,MASE_14435,ACZ81_RS14960,ACZ81_14955
MIT1002_03065,TK37_RS03150,MASE_RS14395,MASE_14440,ACZ81_RS14965,ACZ81_14960
MIT1002_03066,TK37_RS03145,MASE_RS14400,MASE_14445,ACZ81_RS14970,ACZ81_14965
MIT1002_03067,TK37_RS03140,MASE_RS14405,MASE_14450,ACZ81_RS14975,ACZ81_14970
MIT1002_03068,TK37_RS03135,MASE_RS14410,MASE_14455,ACZ81_RS14980,ACZ81_14975
MIT1002_03069,TK37_RS03130,MASE_RS14415,MASE_14460,ACZ81_RS14985,ACZ81_14980
MIT1002_03070,TK37_RS03125,MASE_RS14420,MASE_14465,ACZ81_RS14990,ACZ81_14985
MIT1002_03071,TK37_RS03115,MASE_RS14425,MASE_14470,ACZ81_RS14995,ACZ81_14990
MIT1002_03072,TK37_RS03110,MASE_RS14430,MASE_14475,ACZ81_RS15000,ACZ81_14995
MIT1002_03073,TK37_RS03105,MASE_RS14435,MASE_14480,ACZ81_RS15005,ACZ81_15000
MIT1002_03074,TK37_RS03100,MASE_RS14440,MASE_14485,ACZ81_RS15010,ACZ81_15005
MIT1002_03075,TK37_RS03095,MASE_RS14445,MASE_14490,ACZ81_RS15020,ACZ81_15015
MIT1002_03076,TK37_RS03090,MASE_RS14450,MASE_14495,ACZ81_RS15025,ACZ81_15020
MIT1002_03077,TK37_RS03085,MASE_RS14455,MASE_14500,ACZ81_RS15030,ACZ81_15025
MIT1002_03080,TK37_RS03075,MASE_RS14465,MASE_14510,ACZ81_RS15040,ACZ81_15035
MIT1002_03083,TK37_RS03065,MASE_RS14475,MASE_14530,ACZ81_RS15050,ACZ81_15045
MIT1002_03084,TK37_RS03060,MASE_RS14480,MASE_14535,ACZ81_RS15055,ACZ81_15050
MIT1002_03085,TK37_RS03055,MASE_RS14485,MASE_14540,ACZ81_RS15060,ACZ81_15055
MIT1002_03086,TK37_RS03050,MASE_RS14490,MASE_14545,ACZ81_RS15065,ACZ81_15060
MIT1002_03088,TK37_RS03040,MASE_RS14500,MASE_14555,ACZ81_RS15070,ACZ81_15065
MIT1002_03089,TK37_RS03035,MASE_RS14505,MASE_14560,ACZ81_RS15075,ACZ81_15070
MIT1002_03091,TK37_RS03025,MASE_RS14535,MASE_14590,ACZ81_RS15100,ACZ81_15095
MIT1002_03092,TK37_RS03020,MASE_RS14540,MASE_14595,ACZ81_RS15105,ACZ81_15100
MIT1002_03093,TK37_RS03015,MASE_RS14545,MASE_14600,ACZ81_RS15110,ACZ81_15105
MIT1002_03094,TK37_RS03010,MASE_RS14550,MASE_14605,ACZ81_RS15115,ACZ81_15110
MIT1002_03095,TK37_RS03005,MASE_RS14555,MASE_14610,ACZ81_RS15120,ACZ81_15115
MIT1002_03096,TK37_RS03000,MASE_RS14560,MASE_14615,ACZ81_RS15125,ACZ81_15120
MIT1002_03097,TK37_RS02995,MASE_RS14565,MASE_14620,ACZ81_RS15130,ACZ81_15125
MIT1002_03098,TK37_RS02990,MASE_RS14570,MASE_14625,ACZ81_RS15135,ACZ81_15130
MIT1002_03099,TK37_RS02985,MASE_RS14575,MASE_14630,ACZ81_RS15140,ACZ81_15135
MIT1002_03100,TK37_RS02980,MASE_RS14580,MASE_14635,ACZ81_RS15145,ACZ81_15140
MIT1002_03101,TK37_RS02975,MASE_RS14585,MASE_14640,ACZ81_RS15150,ACZ81_15145
MIT1002_03102,TK37_RS02970,MASE_RS14590,MASE_14645,ACZ81_RS15155,ACZ81_15150
MIT1002_03103,TK37_RS02965,MASE_RS14595,MASE_14650,ACZ81_RS15160,ACZ81_15155
MIT1002_03104,TK37_RS02960,MASE_RS14605,MASE_14660,ACZ81_RS15170,ACZ81_15165
MIT1002_03105,TK37_RS02955,MASE_RS14610,MASE_14665,ACZ81_RS15175,ACZ81_15170
MIT1002_03106,TK37_RS02950,MASE_RS14615,MASE_14670,ACZ81_RS15180,ACZ81_15175
MIT1002_03108,TK37_RS19570,MASE_RS14620,MASE_14675,ACZ81_RS15190,ACZ81_15185
MIT1002_03109,TK37_RS19575,MASE_RS14625,MASE_14680,ACZ81_RS15195,ACZ81_15190
MIT1002_03110,TK37_RS19580,MASE_RS14630,MASE_14685,ACZ81_RS15200,ACZ81_15195
MIT1002_03112,TK37_RS19590,MASE_RS14640,MASE_14695,ACZ81_RS15210,ACZ81_15205
MIT1002_03113,TK37_RS19595,MASE_RS14645,MASE_14700,ACZ81_RS15215,ACZ81_15210
MIT1002_03114,TK37_RS19600,MASE_RS14650,MASE_14705,ACZ81_RS15220,ACZ81_15215
MIT1002_03115,TK37_RS19605,MASE_RS14655,MASE_14710,ACZ81_RS15225,ACZ81_15220
MIT1002_03116,TK37_RS19610,MASE_RS14660,MASE_14715,ACZ81_RS15230,ACZ81_15225
MIT1002_03117,TK37_RS19615,MASE_RS14665,MASE_14720,ACZ81_RS15235,ACZ81_15230
MIT1002_03118,TK37_RS19620,MASE_RS14670,MASE_14725,ACZ81_RS15240,ACZ81_15235
MIT1002_03119,TK37_RS19625,MASE_RS14675,MASE_14730,ACZ81_RS15245,ACZ81_15240
MIT1002_03120,TK37_RS19630,MASE_RS14680,MASE_14735,ACZ81_RS15250,ACZ81_15245
MIT1002_03121,TK37_RS19635,MASE_RS14685,MASE_14740,ACZ81_RS15255,ACZ81_15250
MIT1002_03122,TK37_RS19640,MASE_RS14690,MASE_14745,ACZ81_RS15260,ACZ81_15255
MIT1002_03123,TK37_RS19645,MASE_RS14695,MASE_14750,ACZ81_RS15265,ACZ81_15260
MIT1002_03124,TK37_RS19650,MASE_RS14700,MASE_14755,ACZ81_RS15270,ACZ81_15265
MIT1002_03125,TK37_RS19655,MASE_RS14705,MASE_14760,ACZ81_RS15275,ACZ81_15270
MIT1002_03126,TK37_RS19660,MASE_RS14710,MASE_14765,ACZ81_RS15280,ACZ81_15275
MIT1002_03128,TK37_RS13100,MASE_RS14715,MASE_14770,ACZ81_RS15285,ACZ81_15280
MIT1002_03129,TK37_RS13105,MASE_RS14720,MASE_14775,ACZ81_RS15290,ACZ81_15285
MIT1002_03130,TK37_RS13110,MASE_RS14725,MASE_14780,ACZ81_RS15295,ACZ81_15290
MIT1002_03131,TK37_RS13115,MASE_RS14730,MASE_14785,ACZ81_RS15300,ACZ81_15295
MIT1002_03132,TK37_RS13120,MASE_RS14735,MASE_14790,ACZ81_RS15305,ACZ81_15300
MIT1002_03133,TK37_RS13125,MASE_RS14740,MASE_14795,ACZ81_RS15310,ACZ81_15305
MIT1002_03134,TK37_RS13130,MASE_RS14745,MASE_14800,ACZ81_RS15315,ACZ81_15310
MIT1002_03135,TK37_RS13135,MASE_RS14750,MASE_14805,ACZ81_RS15320,ACZ81_15315
MIT1002_03136,TK37_RS13140,MASE_RS14755,MASE_14810,ACZ81_RS15325,ACZ81_15320
MIT1002_03137,TK37_RS13145,MASE_RS14760,MASE_14815,ACZ81_RS15330,ACZ81_15325
MIT1002_03138,TK37_RS13150,MASE_RS14765,MASE_14820,ACZ81_RS15335,ACZ81_15330
MIT1002_03139,TK37_RS13155,MASE_RS14770,MASE_14825,ACZ81_RS15340,ACZ81_15335
MIT1002_03140,TK37_RS13160,MASE_RS14775,MASE_14830,ACZ81_RS15345,ACZ81_15340
MIT1002_03141,TK37_RS13165,MASE_RS14785,MASE_14840,ACZ81_RS15355,ACZ81_15350
MIT1002_03142,TK37_RS13170,MASE_RS14790,MASE_14845,ACZ81_RS15360,ACZ81_15355
MIT1002_03143,TK37_RS13175,MASE_RS14795,MASE_14850,ACZ81_RS15365,ACZ81_15360
MIT1002_03144,TK37_RS13180,MASE_RS14800,MASE_14855,ACZ81_RS15370,ACZ81_15365
MIT1002_03145,TK37_RS13185,MASE_RS14805,MASE_14860,ACZ81_RS15375,ACZ81_15370
MIT1002_03146,TK37_RS13190,MASE_RS14810,MASE_14865,ACZ81_RS15380,ACZ81_15375
MIT1002_03147,TK37_RS13195,MASE_RS14815,MASE_14870,ACZ81_RS15385,ACZ81_15380
MIT1002_03148,TK37_RS13200,MASE_RS14820,MASE_14875,ACZ81_RS15390,ACZ81_15385
MIT1002_03149,TK37_RS13205,MASE_RS14825,MASE_14880,ACZ81_RS15395,ACZ81_15390
MIT1002_03150,TK37_RS13210,MASE_RS14830,MASE_14885,ACZ81_RS15400,ACZ81_15395
MIT1002_03151,TK37_RS13215,MASE_RS14850,MASE_14905,ACZ81_RS15405,ACZ81_15400
MIT1002_03152,TK37_RS13220,MASE_RS14855,MASE_14910,ACZ81_RS15410,ACZ81_15405
MIT1002_03153,TK37_RS13225,MASE_RS14860,MASE_14915,ACZ81_RS15415,ACZ81_15410
MIT1002_03154,TK37_RS13230,MASE_RS14865,MASE_14920,ACZ81_RS15420,ACZ81_15415
MIT1002_03155,TK37_RS13235,MASE_RS14870,MASE_14925,ACZ81_RS15425,ACZ81_15420
MIT1002_03156,TK37_RS13240,MASE_RS14875,MASE_14930,ACZ81_RS15430,ACZ81_15425
MIT1002_03157,TK37_RS13245,MASE_RS14880,MASE_14935,ACZ81_RS15435,ACZ81_15430
MIT1002_03158,TK37_RS13250,MASE_RS14885,MASE_14940,ACZ81_RS15440,ACZ81_15435
MIT1002_03159,TK37_RS13255,MASE_RS14890,MASE_14945,ACZ81_RS15445,ACZ81_15440
MIT1002_03160,TK37_RS13260,MASE_RS14895,MASE_14950,ACZ81_RS15450,ACZ81_15445
MIT1002_03161,TK37_RS13265,MASE_RS14900,MASE_14955,ACZ81_RS15455,ACZ81_15450
MIT1002_03162,TK37_RS13270,MASE_RS14905,MASE_14960,ACZ81_RS15460,ACZ81_15455
MIT1002_03163,TK37_RS13275,MASE_RS14910,MASE_14965,ACZ81_RS15465,ACZ81_15460
MIT1002_03164,TK37_RS13280,MASE_RS14915,MASE_14970,ACZ81_RS15470,ACZ81_15465
MIT1002_03165,TK37_RS13285,MASE_RS14920,MASE_14975,ACZ81_RS15475,ACZ81_15470
MIT1002_03166,TK37_RS13290,MASE_RS14925,MASE_14980,ACZ81_RS15480,ACZ81_15475
MIT1002_03167,TK37_RS13295,MASE_RS14930,MASE_14985,ACZ81_RS15485,ACZ81_15480
MIT1002_03168,TK37_RS13300,MASE_RS14935,MASE_14990,ACZ81_RS15490,ACZ81_15485
MIT1002_03169,TK37_RS13305,MASE_RS14940,MASE_14995,ACZ81_RS15495,ACZ81_15490
MIT1002_03170,TK37_RS13310,MASE_RS14945,MASE_15000,ACZ81_RS15500,ACZ81_15495
MIT1002_03171,TK37_RS13315,MASE_RS14950,MASE_15005,ACZ81_RS15505,ACZ81_15500
